Gene_Symbol	Day_0_R1	Day_0_R2	Day_0_R3	Day_7_R1	Day_7_R2	Day_7_R3	Comments
ACTB	107448,93560858266	96832,06971746573	91017,55149908838	84557,15714094597	86701,8542898647	91535,80246473115 	
ACTBL2	11,235669108875406	1,0167165996714438	22,04355475698705 	10,561348469575872	16,325301995794316	7,881351487657599	
ACTC1	4,674077236064951	8,19504634466147	0,0 	1,4602795561541282	0,0	7,807703737543387 	
ACTG1	235018,23389750178	205009,06334333925	192809,34508843833 	197583,61189017037	197677,7502920473	212758,98044555713	
ACTG1P17	33,57813015390249	41,442461247163756	59,8980427214727 	34,691543905381444	39,321017127430856	28,90987926726748 	
ACTG1P20	294,0259940068381	227,35073533983737	250,77678893130687 	346,4501658741481	330,2728177112615	355,2442943343436 	
ACTG1P4	58,875283630926035	48,20001079018498	37,16257485710013	60,45669332221784	65,69795805710362	65,76195806126984 	
ACTG2	10,444784575866864	10,04739818082784	6,890779389084333 	52,54679020177446	41,570143841972104	45,67135285828636	
ACTL10	52,55957464813024	67,77150061625255	36,405616018606075 	32,63933307590641	70,8490990346418	50,09263546077696 	
ACTL6A	7561,8415954006	6537,236265590243	6501,452339907518	3983,893019745611	4005,63695766486	4301,581464153971	
ACTL6B	7,763054481527722	6,100888131594895	0,0	0,0	0,19063495817896636	0,0 	
ACTL7A	6,06304172327284	0,0	0,3711257880206583	7,497664568094011	7,028395480479021	16,399821217704613	
ACTL7B	9,99682499749599	5,69265469001399	9,673306156491886	3,864953297899503	0,0	2,85934728481915 	
ACTL8	0,0	1,907534003203149	4,798918628224398 	9,21994219285022	0,0	4,658833685625594	
ACTL9	1,665784514652175	6,415039564420952	0,6174645595142159 	0,8388084784540509	2,5304695890873137	0,0	
ACTN1	10578,797623004923	9210,272981295931	8760,295972895234 	9452,656807092197	9665,247289215158	10195,728154786113	
ACTN2	8,075749782016533	0,0	2,682936340059395	2,129278625725916	1,869159019047883	0,0 	
ACTN3	0,0	11,13677082809892	1,0617769290307861 	1,9670303842903198	3,700676903413055	4,188425022162653 	
ACTN4	49048,158341855815	44703,07683696998	40773,62413904501	27780,859956874778	29095,308684485455	30034,632948776398	
ACTR10	4490,419347203866	3867,411783888619	3833,035576231968 	4522,806052899471	4425,94633284496	4628,587004770512	
ACTR1A	4500,647026817187	3871,8780671798427	3881,4187246149786	3286,700563999891	3338,906107767576	3532,203207786429	
ACTR1B	5258,036461970113	4693,970169472011	4279,227093477688 	3616,072564619719	3723,345357261627	3819,5116943417916	
ACTR2	21226,347570838745	18242,561473156158	17932,869137151298	16539,895028513798	16955,972073607383	17696,300669535245 	
ACTR3	23353,4005745463	20149,251434176793	19388,68866190783 	13758,063718758382	13808,696160054496	14388,774168451702 	
ACTR3B	1450,1712161877347	1191,3259184757608	1131,1968057590361 	930,2807067670775	908,9435754668176	898,6844538189785 	
ACTR3BP2	9,895654921184796	0,0	4,7942706794385	0,0	2,63959668287783	0,0 	
ACTR3BP5	5,4417706543608695	3,7898668354659444	1,8275451591942644	1,4029219919074278	0,0	0,0	
ACTR3C	309,39777899314817	240,09793604175172	201,48349562984689 	125,53240893970273	136,6754208440817	145,85036478133318	
ACTR5	1178,7575756954666	1016,9802681589995	951,2255375455173	940,1362495111499	958,0230018869896	990,8240486190433 	
ACTR6	2298,1745112170656	1981,030142655413	1761,3396947958515	1418,3130276031866	1359,8300674748994	1528,2201429208596 	
ACTR8	2137,1056802268276	1776,011949840352	1734,4234995054112	1939,2438442259734	1917,3526756603044	2010,8266164310753	
